# Generated by tools/wikispec_fetch.py on 2026-09-05. Do not edit by hand.
# Source: the per-car articles on en.wikipedia.org, {{Racing car}} infobox. CC BY-SA 4.0.
# Every row was checked against F1DB for constructor and seasons before it was written; see car_specs.log.
# article|chassis_ids|constructor_id|first_year|last_year|designers|chassis_type|susp_front|susp_rear|engine_name|engine_config|aspiration|engine_position|gearbox|gears|brakes|fuel|lubricants|tyres|predecessor|successor|debut|power_note|capacity_cc|power_bhp|weight_kg|wheelbase_mm|track_front_mm|track_rear_mm|fuel_l|races|wins|poles|fastest_laps|podiums|drivers_titles|constructors_titles
Toro Rosso STR2|toro-rosso-str2|toro-rosso|2007|2007|Alex Hitzinger ; Adrian Newey ; Mark Smith ; Rob Marshall ; Alessandro Poggi ; Peter Prodromou|carbon-fibre and honeycomb composite structure|cast titanium uprights, pushrods, carbon-fibre upper and lower wishbones|cast titanium uprights, pushrods, carbon-fibre upper and lower wishbones|Ferrari 056 (2006-spec in 2007, 2007-spec in early 2008)|V8, 19,000 RPM Limited||||7-speed||Shell||Bridgestone Potenza; AVUS Racing Front: 12.0 to 12.7in x 13in Wheels; AVUS Racing Rear: 13.7in x 13in Wheels|STR1|STR3|2007 Australian Grand Prix||2398|||||||22|0|0|0|0||
Toro Rosso STR3|toro-rosso-str3|toro-rosso|2008|2008|Giorgio Ascanelli ; Adrian Newey ; Geoff Willis ; Rob Marshall ; Peter Prodromou|carbon-fibre and honeycomb composite structure|cast titanium uprights, pushrods, carbon-fibre upper and lower wishbones|cast titanium uprights, pushrods, carbon-fibre upper and lower wishbones|Ferrari 056 (2007-spec)|V8 19,000 RPM Limited|||Ferrari|7-speed||Shell||Bridgestone Potenza; AVUS Racing Front: 12.0 to 12.7in x 13in Wheels; AVUS Racing Rear: 13.7in x 13in Wheels|STR2B|STR4|2008 Monaco Grand Prix||2398|||||||13|1|1|0|1||
Toro Rosso STR4|toro-rosso-str4|toro-rosso|2009|2009|Giorgio Ascanelli ; Adrian Newey ; Geoff Willis ; Rob Marshall ; Peter Prodromou|carbon-fibre and honeycomb composite structure|cast titanium uprights, pushrods, carbon-fibre upper and lower wishbones|cast titanium uprights, pullrods, carbon-fibre upper and lower wishbones|Ferrari 056 (2008-spec)|V8 18,000 RPM Limited||||7-speed||Shell||Bridgestone|Toro Rosso STR3|Toro Rosso STR5|2009 Australian Grand Prix||2398|||||||17|0|0|0|0||
Toro Rosso STR5|toro-rosso-str5|toro-rosso|2010|2010|Giorgio Ascanelli ; Ben Butler ; Laurent Mekies ; Paolo Marabini ; Matteo Piraccini ; Nicolò Petrucci|carbon-fibre and honeycomb composite monocoque|Upper and lower carbon wishbones, torsion bar springs and anti-roll bars, Sachs dampers|as front|Ferrari Type 056 (2009-spec)|90° V8, limited to 18,000 RPM|naturally aspirated|mid-mounted||Seven-speed semi-automatic gearbox with reverse gear||Shell V-Power||Bridgestone Potenza; Advanti Wheels : 13"|Toro Rosso STR4|Toro Rosso STR6|2010 Bahrain Grand Prix||2400||620|||||19|0|0|0|0||
Toro Rosso STR6|toro-rosso-str6|toro-rosso|2011|2011|Giorgio Ascanelli ; Ben Butler ; Paolo Marabini ; Matteo Piraccini ; Nicolò Petrucci|carbon-fibre and honeycomb composite monocoque|Upper and lower carbon wishbones, torsion bar springs and anti-roll bars, Sachs dampers|as front|Ferrari Type 056 (2010-spec)|90° V8, limited to 18,000 RPM with KERS|naturally aspirated|mid-mounted||Seven-speed semi-automatic gearbox with reverse gear||Shell V-Power|Shell Helix|Pirelli P Zero; Advanti Wheels : 13"|Toro Rosso STR5|Toro Rosso STR7|2011 Australian Grand Prix||2400||640|||||19|0|0|0|0||
Toro Rosso STR7|toro-rosso-str7|toro-rosso|2012|2012|Giorgio Ascanelli ; Ben Butler ; Paolo Marabini ; Matteo Piraccini ; Nicolò Petrucci||||Ferrari Type 056 (2011-spec)|90° V8, limited to 18,000 RPM with KERS|naturally aspirated|mid-mounted||||Shell V-Power|Shell Helix|Pirelli P Zero (dry), Cinturato (wet); Advanti Wheels : 13"|Toro Rosso STR6|Toro Rosso STR8|2012 Australian Grand Prix||2398||640|||||20|0|0|0|0||
Toro Rosso STR8|toro-rosso-str8|toro-rosso|2013|2013|James Key ; Luca Furbatto ; Paolo Marabini ; Matteo Piraccini ; Laurent Mekies ; Nicolò Petrucci|Moulded carbon fibre composite monocoque incorporating front and side impact structures|Upper and lower carbon wishbones, torsion bar Sachs springs and anti roll bars, pushrod suspension|As front but pullrod|Ferrari Tipo 056 (2012-spec)|V8 (90°)|naturally-aspirated, 18,000 RPM limited with KERS|mid-mounted|Red Bull Technology|7-speed||Shell V-Power|Shell Helix|Pirelli P Zero (dry), Cinturato (wet)|Toro Rosso STR7|Toro Rosso STR9|2013 Australian Grand Prix|750 + with KERS|2398|||3100||||19|0|0|0|0||
Toro Rosso STR9|toro-rosso-str9|toro-rosso|2014|2014|James Key ; Luca Furbatto ; Paolo Marabini ; Matteo Piraccini ; Laurent Mekies ; Brendan Gilhome|Carbon fibre composite monocoque structure|Upper and lower carbon wishbones, pushrod, torsion bar springs, central damper and anti roll bars, Multimatic/Penske dampers|Upper and lower carbon wishbones, pullrod, torsion bar springs, central damper and anti roll bars, Multimatic/Penske dampers|Renault Energy F1-2014|V6|turbo||Red Bull Technology|8-speed||Total|Total|Pirelli P Zero (dry), Cinturato (wet)|Toro Rosso STR8|Toro Rosso STR10|2014 Australian Grand Prix||||691|||||19|0|0|0|0||
Toro_Rosso_STR2|toro-rosso-str2b|toro-rosso|2008|2008|Alex Hitzinger ; Adrian Newey ; Mark Smith ; Rob Marshall ; Alessandro Poggi ; Peter Prodromou|carbon-fibre and honeycomb composite structure|cast titanium uprights, pushrods, carbon-fibre upper and lower wishbones|cast titanium uprights, pushrods, carbon-fibre upper and lower wishbones|Ferrari 056 (2006-spec in 2007, 2007-spec in early 2008)|V8, 19,000 RPM Limited||||7-speed||Shell||Bridgestone Potenza; AVUS Racing Front: 12.0 to 12.7in x 13in Wheels; AVUS Racing Rear: 13.7in x 13in Wheels|STR1|STR3|2007 Australian Grand Prix||2398|||||||22|0|0|0|0||
Toyota TF102|toyota-tf102|toyota|2002|2002|Luca Marmorini|Carbon-fibre and honeycomb composite monocoque|Push rod with torsion bar|As front|Toyota RVX-02|72-degree V10|naturally-aspirated|mid-engined|Toyota-designed maincase with Toyota/Xtrac internals|6-speed + 1 reverse||Esso|Esso|Michelin|TF101 (never raced)|TF103|2002 Australian Grand Prix|835 hp at 18,200 rpm|2998|835|600|3120|1424|1424||17|0|0|0||0|0
Toyota TF103|toyota-tf103|toyota|2003|2003|Keizo Takahashi ; Gustav Brunner ; Paul White ; Olivier Hulot ; ルネ・ヒルホルスト ; Luca Marmorini ; Hiroshi Yajima|carbon-fibre and honeycomb composite monocoque|Pushrod with Torsion bar|Pushrod with Torsion bar|Toyota RVX-03|72-degree V10|naturally-aspirated|mid-engined|Toyota|7-speed||Esso||Michelin|TF102|TF104|2003 Australian Grand Prix|845 hp @ 18,400 rpm||845||||||16|0|0|0||0|0
Toyota TF104|toyota-tf104+toyota-tf104b|toyota|2004|2004|Keizo Takahashi ; Gustav Brunner ; Paul White ; Olivier Hulot ; ルネ・ヒルホルスト ; Luca Marmorini ; Hiroshi Yajima|Carbon-fibre and honeycomb composite monocoque|Pushrod with torsion bar. Shock absorbers supplied by Sachs|As front|Toyota RVX-04|72-degree V10|naturally-aspirated|mid-engined and longitudinally-mounted|Toyota|7-speed with 1 reverse|Carbon-carbon ventilated front and rear discs + pads + calipers (all supplied by Brembo)|Esso|Esso|Michelin Pilot Sport F1 with BBS magnesium wheels|TF103|TF105|2004 Australian Grand Prix|Around 900 bhp @ 19,000 rpm||900|600|3090|1411|1411||18|0|0|0||0|0
Toyota TF105|toyota-tf105+toyota-tf105b|toyota|2005|2005|Mike Gascoyne ; Gustav Brunner ; Paul White ; Olivier Hulot ; Nicolò Petrucci ; Luca Marmorini ; Hiroshi Yajima|carbon-fibre and honeycomb composite monocoque|||Toyota RVX-05||||Toyota-Xtrac|7-speed + 1 reverse||Esso||Michelin|TF104|TF106|2005 Australian Grand Prix|940 hp @ 19,000 rpm||940||||||19|0|2|1|5|0|0
Toyota TF106|toyota-tf106+toyota-tf106b|toyota|2006|2006|Yoshiaki Kinoshita ; Mike Gascoyne ; John Litjens ; David Neilsen ; Olivier Hulot ; Nicolò Petrucci ; Luca Marmorini ; Hiroshi Yajima|Moulded carbon-fibre and honeycomb construction|Carbon-fibre double wishbone arrangement, with carbon-fibre trackrod and pushrod|Carbon-fibre double wishbone arrangement, with carbon-fibre trackrod and pushrod|Toyota RVX-06|V8|naturally-aspirated|mid-engined|Toyota/Xtrac|7 forward + 1 reverse||Esso||Bridgestone|TF105|TF107|2006 Bahrain Grand Prix|745 hp @ 19,000 rpm||745||||||18|0|0|0|1|0|0
Toyota TF107|toyota-tf107|toyota|2007|2007|Yoshiaki Kinoshita ; Noritoshi Arai ; Pascal Vasselon ; Mark Tatham ; David Neilsen ; Olivier Hulot ; Mark Gillan ; Jason Somerville ; Luca Marmorini ; Hiroshi Yajima|carbon-fibre and honeycomb composite monocoque|Zero-keel Double wishbone, carbon fiber pushrod & trackrod actuated coil springs over Penske dampers.|Double wishbone, carbon fiber toe link and pushrod over Penske dampers.|Toyota RVX-07|V8 (90°)|naturally aspirated|mid-engine, longitudinally-mounted|Toyota|7-speed|Brembo Hitco carbon-carbon calipers & Brembo master cylinders|Esso|Esso|Bridgestone Potenza, BBS forged magnesium wheels|TF106|TF108|2007 Australian Grand Prix|750 hp @ 19,000 rpm|2398|750||3090||||17|0|0|0||0|0
Toyota TF108|toyota-tf108|toyota|2008|2008|Yoshiaki Kinoshita ; Noritoshi Arai ; Pascal Vasselon ; John Litjens ; David Neilsen ; Mark Gillan ; Jason Somerville ; Luca Marmorini ; Hiroshi Yajima|Moulded carbon fibre and honeycomb construction monocoque|Carbon-fibre double wishbone arrangement, with carbon-fibre track rod and pushrod|Carbon-fibre double wishbone arrangement, with carbon-fibre track rod and pushrod|Toyota RVX-08|19,000 RPM Limited|naturally-aspirated|mid-engine|Toyota/WilliamsF1/Xtrac collaboration|7-speed unit plus reverse|Brembo callipers and master cylinders, Hitco material (carbon/carbon)|Esso|Esso|Bridgestone Potenza; BBS forged magnesium|TF107|TF109|2008 Australian Grand Prix|750&nbsp;hp @ 19,000 rpm|2398|||||||18|0|0|0|2||
Toyota TF109|toyota-tf109|toyota|2009|2009|Yoshiaki Kinoshita ; Noritoshi Arai ; Pascal Vasselon ; Mark Tatham ; Kevin Taylor ; Mark Gillan ; Jason Somerville ; Tim Milne ; Kazuo Takeuchi ; Hiroshi Yajima|Carbon-fibre and honeycomb composite monocoque|Independent suspension, pushrod activated torsion springs|As front|Toyota RVX-09|V8|naturally-aspirated|mid-mounted|Toyota|7 forward gears + 1 reverse||Esso|Esso|Bridgestone|Toyota TF108|Toyota TF110 (never raced)|2009 Australian Grand Prix|740 hp @ 18,000 rpm||740||||||17|0|1|2|5||
Tyrrell 001|tyrrell-001|tyrrell|1970|1971|Derek Gardner|Aluminium monocoque|Double wishbones, coil springs|Double wishbones, coil springs|Ford-Cosworth DFV|90° V8|Naturally aspirated|mid-mounted|Hewland FG400|5-speed||Elf||Dunlop (1970) ; Goodyear (1971)||002|1970 Canadian Grand Prix||2993|||||||5|0|2|0||1|1
Tyrrell 002|tyrrell-002|tyrrell|1971|1972|Derek Gardner|Aluminium monocoque|Double wishbones, coil springs|Double wishbones, coil springs|Ford-Cosworth DFV|90° V8|Naturally aspirated|mid-mounted|Hewland FG400|5-speed||Elf||Goodyear|001|003|||2993|||||||21|1|0|1||0|1
Tyrrell 003|tyrrell-003|tyrrell|1971|1972|Derek Gardner|Aluminium monocoque|Double wishbones, coil springs|Double wishbones, coil springs|Ford-Cosworth DFV|90° V8|Naturally aspirated|mid-mounted|Hewland FG400|5-speed||Elf||Goodyear|002|004|1971 Spanish Grand Prix||2993|||||||16|8|6|5||1|1
Tyrrell 004|tyrrell-004|tyrrell|1972|1974|Derek Gardner|Aluminium monocoque|Double wishbones, coil springs|Double wishbones, coil springs|Ford-Cosworth DFV|90° V8|Naturally aspirated|mid-mounted|Hewland FG400|5-speed||Elf||Goodyear (1972 with Tyrrell, 1973 with Lucky Strike Racing); Firestone (1974 with Blignaut Embassy Racing)|003|005|1972 Monaco Grand Prix||2993|||||||5|0|0|0||0|0
Tyrrell 005|tyrrell-005|tyrrell|1972|1974|Derek Gardner|Aluminium monocoque|Double wishbones, coil springs|Double wishbones, coil springs|Ford-Cosworth DFV|90° V8|Naturally aspirated|mid-mounted|Hewland FG400|5-speed|Inboard ventilated disc (front and rear)|Elf||Goodyear|004|006|1972 Austrian Grand Prix||2993|||||||11|2|1|2||1|0
Tyrrell 006|tyrrell-006|tyrrell|1972|1974|Derek Gardner|Aluminium monocoque|Double wishbones, coil springs|Double wishbones, coil springs|Ford-Cosworth DFV|90° V8|Naturally aspirated|mid-mounted|Hewland FG400|5-speed||Elf||Goodyear|Tyrrell 005|Tyrrell 007|1972 Canadian Grand Prix||2993|||||||23|5|3|2||1|0
Tyrrell 007|tyrrell-007|tyrrell|1974|1977|Derek Gardner|Aluminium monocoque.|Double wishbones, rocker arms, inboard coil springs over dampers|Double wishbones, coil springs over dampers|Ford-Cosworth DFV|90° V8|naturally aspirated|mid-mounted.|Hewland FG 400|5-speed||Elf ; Sasol||1974-1976: Goodyear ; 1976: Bridgestone ; 1977: Dunlop|006|P34|1974 Spanish Grand Prix||2993||625|2591|1590|1590||37|3|1|1||0|0
Tyrrell 008|tyrrell-008|tyrrell|1978|1978|Maurice Philippe|Aluminium monocoque|||Cosworth DFV|V8|NA||Hewland FGA 400|5-speed||Elf||Goodyear|P34|009|1978 Argentine Grand Prix|NNN hp|||590|2700|1702|1702||16|1|0|0||0|0
Tyrrell 009|tyrrell-009|tyrrell|1979|1980|Maurice Philippe|Aluminium monocoque|Double wishbone with pullrod operated coil springs|Double wishbone with pullrod operated coil springs|Ford-Cosworth DFV|90° V8|NA|mid-engine, longitudinally mounted|Hewland FGA 400|6-speed||1979: Elf||1979: Goodyear ; 1980: Goodyear|008|010|1979 Argentine Grand Prix||2993|||||||17|0|0|0||0|0
Tyrrell 010|tyrrell-010|tyrrell|1980|1981|Maurice Philippe|Carbon fibre monocoque|Double wishbone with pullrod operated coil springs|Double wishbone with pullrod operated coil springs|Ford-Cosworth DFV|90° V8|NA|mid-engine, longitudinally mounted|Hewland FG 400|6-speed||1980: Elf ; 1981: Valvoline||1980: Goodyear ; 1981: Michelin ; 1981: Avon|009|011|1980 South African Grand Prix||2993|||||||23|0|0|0||0|0
Tyrrell 011|tyrrell-011|tyrrell|1981|1982|Maurice Philippe (Technical Director) ; Brian Lisles (Chief Designer)|Aluminium monocoque|Double wishbones|Double wishbones|Cosworth DFV|90° V8|NA|mid-engine, longitudinally mounted|Hewland FGA 400|5-speed||Valvoline||Avon (1981 only); Goodyear|010|012|1981 German Grand Prix||2993||589|2692|1727|1727||35|2|0|2||0|0
Tyrrell 012|tyrrell-012|tyrrell|1983|1985|Maurice Philippe (Technical Director) ; Brian Lisles (Chief Designer)|Alloy monocoque with carbon fiber reinforcements|Double wishbone, pullrod operated coil springs|Double wishbone, coil springs|Cosworth DFY|90° V8|NA|mid-engine, longitudinally mounted|Hewland FGA 400|5-speed||Elf||Goodyear|011|014|1983 Austrian Grand Prix||2993|||2642|1727|1727||29|0|0|0|||
Tyrrell 014|tyrrell-014|tyrrell|1985|1986|Maurice Philippe (Technical Director) ; Brian Lisles (Chief Designer)|Aluminium and Carbon fibre monocoque|Double wishbones, pullrods|Double wishbones, pullrods|Renault Gordini EF4B|90° V6|turbo|mid-engine, longitudinally mounted|Tyrrell / Hewland|5-speed||Elf||Goodyear|012|015|1985 French Grand Prix||1492||550|2756|1765|1765||13|0|0|0||0|0
Tyrrell 015|tyrrell-015|tyrrell|1986|1986|Maurice Philippe (Technical Director) ; Brian Lisles (Chief Designer)|Aluminium and Carbon fibre monocoque|Double wishbones, pushrods|Double wishbones, pushrods|Renault Gordini EF15|90° V6|turbo|mid-engine, longitudinally mounted|Tyrrell / Hewland|5-speed||Elf||Goodyear|014|DG016|1986 Monaco Grand Prix||1492||560|2756|1765|1765||13|0|0|0||0|0
Tyrrell 017|tyrrell-017+tyrrell-017b|tyrrell|1988|1989|Maurice Philippe (Technical Director) ; Brian Lisles (Chief Designer); Graham Heard (Chief Engineer)|Aluminium and Carbon fibre monocoque|Double wishbones, pushrods|Double wishbones, pushrods|1988: mid-engine, longitudinally mounted, 3494 cc, Cosworth DFZ, 90° V8, NA; 1989: mid-engine, longitudinally mounted, 3493 cc, Cosworth DFR, 90° V8, NA||||Tyrrell|5/6-speed||Elf||Goodyear|Tyrrell DG016|Tyrrell 018|1988 Brazilian Grand Prix|||||||||17|0|0|0||0|0
Tyrrell 018|tyrrell-018|tyrrell|1989|1990|Harvey Postlethwaite (Technical Director) ; Jean-Claude Migeot (Chief Designer)|Aluminium and Carbon fibre monocoque|||Ford DFR|90° V8|NA|mid-engine, longitudinally mounted|Tyrrell|6-speed||Elf||1989: Goodyear; 1990: Pirelli|017B|019|1989 San Marino Grand Prix||3493|||||||17|0|0|1||0|0
Tyrrell 019|tyrrell-019|tyrrell|1990|1990|Harvey Postlethwaite (Technical Director) ; Jean-Claude Migeot (Chief Designer)|Carbon fibre monocoque|Double wishbone, push-rod actuated coil springs over dampers|Double wishbone, push-rod actuated coil springs over dampers|Ford DFR|90° V8|NA|mid-engine, longitudinally mounted|Tyrrell / Hewland|6-speed||Elf||Pirelli|Tyrrell 018|Tyrrell 020|1990 San Marino Grand Prix||3493|||||||14|0|0|0|||
Tyrrell 020|tyrrell-020+tyrrell-020b|tyrrell|1991|1992|George Ryton (Technical Director); Mike Coughlan (Chief Designer)|Carbon fibre monocoque|Double wishbone with pullrod operated coil springs|Double wishbone with pullrod operated coil springs|1991: mid-engine, longitudinally mounted, 3498 cc, Honda RA101E, 72° V10, NA; 1992: mid-engine, longitudinally mounted, 3478 cc, Ilmor LH10, 72° V10, NA; 1993: mid-engine, longitudinally mounted, 3493 cc, Yamaha OX10A, 72° V10, NA||||Hewland|6-speed||1991: Shell ; 1992: Elf; 1993: BP||1991: Pirelli; 1992-1993: Goodyear|019|021|1991 United States Grand Prix|||||||||41|0|0|0||0|0
Tyrrell 021|tyrrell-021|tyrrell|1993|1993|Mike Coughlan|Carbon fibre monocoque|Double wishbone with pullrod operated coil springs|Double wishbone with pullrod operated coil springs|1993: mid-engine, longitudinally mounted, 3493 cc, Yamaha OX10A, 72° V10, NA||||Hewland|6-speed||BP||Goodyear|020C|022|1993 British Grand Prix|||||||||8|0|0|0||0|0
Tyrrell 022|tyrrell-022|tyrrell|1994|1994|Harvey Postlethwaite ; Mike Gascoyne ; Jean-Claude Migeot|Carbon Fibre monocoque|Double wishbones, pushrods|Double wishbones, pushrods|Yamaha OX10B|V10|NA|mid-engine, longitudinally mounted|Tyrrell|6-speed||BP||Goodyear|021|023|1994 Brazilian Grand Prix||3496||515|2900|1698|1698||16|0|0|0|1|0|0
Tyrrell 023|tyrrell-023|tyrrell|1995|1995|Harvey Postlethwaite ; Mike Gascoyne ; Jean-Claude Migeot|Carbon fibre and honeycomb composite structure|Tyrrell Hydrolink|Tyrrell Hydrolink|Yamaha OX10C|72° V10|NA|mid-engine, longitudinally mounted|Tyrrell transverse|6-speed||Agip||Goodyear|022|024|1995 Brazilian Grand Prix|680 hp @ 13,300 rpm|2996|680||||||17|0|0|0||0|0
Tyrrell 024|tyrrell-024|tyrrell|1996|1996|Harvey Postlethwaite ; Mike Gascoyne|carbon-fibre and honeycomb composite structure|combined spring and damper unit operated by pushrod and rocker, third spring|combined spring and damper unit operated by pushrod and rocker, third spring|Yamaha OX11A 72-degree V10||||Tyrrell six-speed longitudinal sequential semi-automatic|||Nippon Oil||Goodyear|023|025|1996 Australian Grand Prix|||||||||16|0|0|0||0|0
Tyrrell 025|tyrrell-025|tyrrell|1997|1997|Harvey Postlethwaite ; Mike Gascoyne ; Tim Densham|carbon-fibre and honeycomb composite structure|double wishbones, pushrod, twin damper|double wishbones, pushrod, twin damper|Ford-Cosworth ED4/Ford-Cosworth ED5 75-degree V8s||||Tyrrell six-speed longitudinal sequential semi-automatic|||Elf||Goodyear|024|026|1997 Australian Grand Prix|665 hp @ 13,700 rpm||665||||||17|0|0|0||0|0
Tyrrell 026|tyrrell-026|tyrrell|1998|1998|Harvey Postlethwaite ; Mike Gascoyne ; Tim Densham ; Ben Agathangelou|carbon-fibre and honeycomb composite structure|double wishbones, pushrod, horizontal coil-spring/damper|double wishbones, pushrod, horizontal coil-spring/damper|Ford-Cosworth JD Zetec-R, 3.0-litre 72-degree V10||||Tyrrell six-speed longitudinal sequential semi-automatic|||Elf||Goodyear|025|BAR 01|1998 Australian Grand Prix|710 hp (529 kW) @ 15,000 rpm||710||||||16|0|0|0||0|0
Tyrrell DG016|tyrrell-dg016|tyrrell|1987|1987|Maurice Philippe (Technical Director) ; Brian Lisles (Chief Designer)|Carbon fibre monocoque|Double wishbones, pushrods|Double wishbones, pushrods|Cosworth DFZ|90° V8|NA|mid-engine, longitudinally mounted|Tyrrell / Hewland|5-speed||Elf||Goodyear|015|017|1987 Brazilian Grand Prix||3494|||2717|1651|1651||16|0|0|0||0|0
Tyrrell P34|tyrrell-p34|tyrrell|1976|1977|Derek Gardner|Aluminium monocoque|Double wishbone, coil springs over dampers, anti-roll bar|Double wishbone, radius arms, coil springs over dampers, anti-roll bar|Ford-Cosworth DFV|90° V8|NA|mid-engine, longitudinally mounted|Hewland FG400|* 1976: 5-speed * 1977: 6-speed||Elf||Goodyear|007|008|1976 Spanish Grand Prix||2993||595|2453|1234|1234||30|1|1|3|14|0|0
Virgin MVR-02|virgin-mvr-02|virgin|2011|2011|Nick Wirth (Technical Director); John McQuilliam (Chief Designer); Richard Taylor (Head of Aerodynamics)|carbon-fibre construction monocoque and nosebox|carbon-fibre wishbones with titanium flexure joints, aluminium alloy uprights, Penske dampers|as front|Cosworth CA2011|90° V8, limited to 18,000 RPM|naturally aspirated|mid-mounted||Seven-speed semi-automatic gearbox with reverse gear||BP||Pirelli P Zero; BBS Wheels (front and rear): 13"|Virgin VR-01|Marussia MR01|2011 Australian Grand Prix||2400||640|||||19|0|0|0|0||
